poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	nykRM-19		O-CTH	nykRM-6	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-2	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	nykRM-2		O-TD	nykRM-47	TRUE	drop
2	2	1	6	7	ao	0	O-PU	bosWC-8		O-CTH	bosWC-29	TRUE	compl
2	2	1	7	8	ao	0	O-CTH	bosWC-29		O-G	bosWC-6	TRUE	compl
3	1	2	2	3	ao	0	O-PU	nykRM-6		O-CTH	nykRM-19	TRUE	compl
3	1	2	3	4	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-33	TRUE	compl
3	1	2	4	5	ao	0	O-CTH	nykRM-33		O-CTH	nykRM-6	TRUE	compl
3	1	2	5	6	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-47	TRUE	compl
3	1	2	6	7	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-2	TRUE	compl
3	1	2	7	8	ao	0	O-CTH	nykRM-2		O-TD	nykRM-81	TRUE	drop
4	2	2	9	10	ao	0	O-PU	bosWC-14		O-CTH	bosWC-8	TRUE	compl
4	2	2	10	11	ao	0	O-CTH	bosWC-8		O-CTH	bosWC-6	TRUE	compl
4	2	2	11	12	ao	0	O-CTH	bosWC-6		O-G	bosWC-29	TRUE	compl
5	1	3	2	3	ao	0	O-PU	nykRM-15		O-CTH	nykRM-6	TRUE	compl
5	1	3	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-38	TRUE	compl
5	1	3	4	5	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-82	TRUE	compl
5	1	3	5	6	ao	0	O-CTH	nykRM-82		O-CTH	nykRM-10	TRUE	compl
5	1	3	6	7	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-38	TRUE	compl
5	1	3	7	8	ao	0	O-CTH	nykRM-38		D-D	bosWC-13	TRUE	defd
6	2	3	9	9	an	-1	O-PU	bosWC-13		NA	bosWC-13	TRUE	taway
7	3	3	10	11	ao	0	O-PU	nykRM-15		D-D	bosWC-1	TRUE	defd
8	4	3	12	13	ao	0	O-PU	bosWC-1		O-CTH	bosWC-10	TRUE	compl
8	4	3	13	14	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-8	TRUE	compl
8	4	3	14	15	ao	0	O-CTH	bosWC-8		O-G	bosWC-13	TRUE	compl
9	1	4	2	3	ao	0	O-PU	nykRM-26		O-CTH	nykRM-19	TRUE	compl
9	1	4	3	4	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-4	TRUE	compl
9	1	4	4	5	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-45	TRUE	compl
9	1	4	5	6	ao	0	O-CTH	nykRM-45		O-CTH	nykRM-19	TRUE	compl
9	1	4	6	7	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-4	TRUE	compl
9	1	4	7	8	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-45	TRUE	compl
9	1	4	8	9	ao	0	O-CTH	nykRM-45		O-CTH	nykRM-33	TRUE	compl
9	1	4	9	10	ao	0	O-CTH	nykRM-33		D-D	bosWC-25	TRUE	defd
10	2	4	11	12	ao	0	O-PU	bosWC-7		O-CTH	bosWC-11	TRUE	compl
10	2	4	12	13	ao	0	O-CTH	bosWC-11		O-CTH	bosWC-21	TRUE	compl
10	2	4	13	14	ao	0	O-CTH	bosWC-21		O-G	bosWC-11	TRUE	compl
11	1	5	2	3	ao	0	O-PU	nykRM-9		O-CTH	nykRM-4	TRUE	compl
11	1	5	3	4	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-6	TRUE	compl
11	1	5	4	6	aa	1	O-CTH	nykRM-6	D-F	O-PU	nykRM-10	FALSE	nopass
11	1	5	6	7	ao	0	O-PU	nykRM-10		O-CTH	nykRM-6	TRUE	compl
11	1	5	7	8	ao	0	O-CTH	nykRM-6		D-D	bosWC-3	TRUE	defd
12	2	5	9	10	ao	0	O-PU	bosWC-28		O-CTH	bosWC-10	TRUE	compl
12	2	5	10	11	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-28	TRUE	compl
12	2	5	11	12	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-13	TRUE	compl
12	2	5	12	13	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-5	TRUE	compl
12	2	5	13	14	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-13	TRUE	compl
12	2	5	14	15	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-3	TRUE	compl
12	2	5	15	16	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-1	TRUE	compl
12	2	5	16	17	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-28	TRUE	compl
12	2	5	17	18	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-10	TRUE	compl
12	2	5	18	19	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-13	TRUE	compl
12	2	5	19	20	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-5	TRUE	compl
12	2	5	20	21	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-10	TRUE	compl
12	2	5	21	21	an	-1	O-CTH	bosWC-10		NA	bosWC-10	TRUE	taway
13	3	5	22	23	ao	0	O-PU	nykRM-4		O-CTH	nykRM-6	TRUE	compl
13	3	5	23	24	ao	0	O-CTH	nykRM-6		O-TD	nykRM-38	TRUE	drop
14	4	5	25	26	ao	0	O-PU	bosWC-10		O-CTH	bosWC-13	TRUE	compl
14	4	5	26	27	ao	0	O-CTH	bosWC-13		O-G	bosWC-3	TRUE	compl
15	1	6	2	3	ao	0	O-PU	nykRM-19		O-CTH	nykRM-33	TRUE	compl
15	1	6	3	4	ao	0	O-CTH	nykRM-33		O-CTH	nykRM-2	TRUE	compl
15	1	6	4	5	ao	0	O-CTH	nykRM-2		O-CTH	nykRM-19	TRUE	compl
15	1	6	5	6	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-6	TRUE	compl
15	1	6	6	7	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-26	TRUE	compl
15	1	6	7	8	ao	0	O-CTH	nykRM-26		O-TD	nykRM-6	TRUE	drop
16	2	6	9	10	ao	0	O-PU	bosWC-4		O-CTH	bosWC-7	TRUE	compl
16	2	6	10	11	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-25	TRUE	compl
16	2	6	11	12	ao	0	O-CTH	bosWC-25		O-CTH	bosWC-29	TRUE	compl
16	2	6	12	13	ao	0	O-CTH	bosWC-29		O-CTH	bosWC-7	TRUE	compl
16	2	6	13	14	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-37	TRUE	compl
16	2	6	14	15	ao	0	O-CTH	bosWC-37		O-CTH	bosWC-4	TRUE	compl
16	2	6	15	16	ao	0	O-CTH	bosWC-4		O-CTH	bosWC-11	TRUE	compl
16	2	6	16	17	ao	0	O-CTH	bosWC-11		O-CTH	bosWC-7	TRUE	compl
16	2	6	17	18	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-21	TRUE	compl
16	2	6	18	19	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-4	TRUE	compl
16	2	6	19	20	ao	0	O-CTH	bosWC-4		O-CTH	bosWC-11	TRUE	compl
16	2	6	20	21	ao	0	O-CTH	bosWC-11		O-CTH	bosWC-7	TRUE	compl
16	2	6	21	22	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-4	TRUE	compl
16	2	6	22	22	an	-1	O-CTH	bosWC-4		NA	bosWC-4	TRUE	taway
17	3	6	23	24	ao	0	O-PU	nykRM-19		O-CTH	nykRM-26	TRUE	compl
17	3	6	24	25	ao	0	O-CTH	nykRM-26		O-CTH	nykRM-33	TRUE	compl
17	3	6	25	26	ao	0	O-CTH	nykRM-33		O-TD	nykRM-81	TRUE	drop
18	4	6	27	28	ao	0	O-PU	bosWC-7		O-CTH	bosWC-29	TRUE	compl
18	4	6	28	29	ao	0	O-CTH	bosWC-29		O-CTH	bosWC-7	TRUE	compl
18	4	6	29	30	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-21	TRUE	compl
18	4	6	30	31	ao	0	O-CTH	bosWC-21		O-G	bosWC-4	TRUE	compl
19	1	7	2	3	ao	0	O-PU	nykRM-4		O-CTH	nykRM-19	TRUE	compl
19	1	7	3	4	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-10	TRUE	compl
19	1	7	4	5	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-38	TRUE	compl
19	1	7	5	6	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-9	TRUE	compl
19	1	7	6	7	ao	0	O-CTH	nykRM-9		O-CTH	nykRM-10	TRUE	compl
19	1	7	7	8	ao	0	O-CTH	nykRM-10		D-D	bosWC-1	TRUE	defd
20	2	7	9	10	ao	0	O-PU	bosWC-13		O-CTH	bosWC-14	TRUE	compl
20	2	7	10	11	ao	0	O-CTH	bosWC-14		O-CTH	bosWC-8	TRUE	compl
20	2	7	11	12	ao	0	O-CTH	bosWC-8		D-D	nykRM-19	TRUE	defd
21	3	7	13	14	ao	0	O-PU	nykRM-19		O-CTH	nykRM-38	TRUE	compl
21	3	7	14	15	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-19	TRUE	compl
21	3	7	15	16	ao	0	O-CTH	nykRM-19		O-G	nykRM-9	TRUE	compl
22	1	8	2	3	ao	0	O-PU	bosWC-7		O-CTH	bosWC-4	TRUE	compl
22	1	8	3	4	ao	0	O-CTH	bosWC-4		O-CTH	bosWC-21	TRUE	compl
22	1	8	4	5	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-7	TRUE	compl
22	1	8	5	6	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-4	TRUE	compl
22	1	8	6	7	ao	0	O-CTH	bosWC-4		O-CTH	bosWC-7	TRUE	compl
22	1	8	7	8	ao	0	O-CTH	bosWC-7		O-G	bosWC-29	TRUE	compl
23	1	9	2	3	ao	0	O-PU	nykRM-15		O-CTH	nykRM-19	TRUE	compl
23	1	9	3	4	ao	0	O-CTH	nykRM-19		D-D	bosWC-14	TRUE	defd
24	1	10	2	3	ao	0	O-PU	bosWC-4		O-CTH	bosWC-13	TRUE	compl
24	1	10	3	4	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-1	TRUE	compl
24	1	10	4	5	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-64	TRUE	compl
24	1	10	5	6	ao	0	O-CTH	bosWC-64		O-CTH	bosWC-7	TRUE	compl
24	1	10	6	7	ao	0	O-CTH	bosWC-7		D-D	nykRM-82	TRUE	defd
25	2	10	8	9	ao	0	O-PU	nykRM-82		O-CTH	nykRM-47	TRUE	compl
25	2	10	9	10	ao	0	O-CTH	nykRM-47		O-TD	nykRM-10	TRUE	drop
26	3	10	11	12	ao	0	O-PU	bosWC-7		O-CTH	bosWC-13	TRUE	compl
26	3	10	12	13	ao	0	O-CTH	bosWC-13		O-G	bosWC-21	TRUE	compl
27	1	11	2	3	ao	0	O-PU	nykRM-26		O-CTH	nykRM-19	TRUE	compl
27	1	11	3	4	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-6	TRUE	compl
27	1	11	4	5	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-4	TRUE	compl
27	1	11	5	6	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-2	TRUE	compl
27	1	11	6	7	ao	0	O-CTH	nykRM-2		O-CTH	nykRM-26	TRUE	compl
27	1	11	7	8	ao	0	O-CTH	nykRM-26		D-D	bosWC-8	TRUE	defd
28	2	11	9	10	ao	0	O-PU	bosWC-8		O-CTH	bosWC-28	TRUE	compl
28	2	11	10	11	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-10	TRUE	compl
28	2	11	11	12	ao	0	O-CTH	bosWC-10		O-G	bosWC-6	TRUE	compl
29	1	12	2	3	ao	0	O-PU	nykRM-82		O-CTH	nykRM-38	TRUE	compl
29	1	12	3	4	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-9	TRUE	compl
29	1	12	4	5	ao	0	O-CTH	nykRM-9		O-CTH	nykRM-45	TRUE	compl
29	1	12	5	6	ao	0	O-CTH	nykRM-45		O-CTH	nykRM-10	TRUE	compl
29	1	12	6	7	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-8	TRUE	compl
29	1	12	7	8	ao	0	O-CTH	nykRM-8		O-CTH	nykRM-47	TRUE	compl
29	1	12	8	9	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-10	TRUE	compl
29	1	12	9	10	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-82	TRUE	compl
29	1	12	10	11	ao	0	O-CTH	nykRM-82		O-G	nykRM-10	TRUE	compl
30	1	13	2	3	ao	0	O-PU	bosWC-14		O-CTH	bosWC-13	TRUE	compl
30	1	13	3	4	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-64	TRUE	compl
30	1	13	4	7	ao	2	O-CTH	bosWC-64	D-SO,D-SI	O-CTH	bosWC-1	TRUE	compl
30	1	13	7	8	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-5	TRUE	compl
30	1	13	8	9	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-3	TRUE	compl
30	1	13	9	10	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-8	TRUE	compl
30	1	13	10	11	ao	0	O-CTH	bosWC-8		O-CTH	bosWC-14	TRUE	compl
30	1	13	11	11	an	-1	O-CTH	bosWC-14		NA	bosWC-14	TRUE	taway
31	2	13	12	13	ao	0	O-PU	nykRM-19		O-CTH	nykRM-6	TRUE	compl
31	2	13	13	14	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-2	TRUE	compl
31	2	13	14	15	ao	0	O-CTH	nykRM-2		O-TD	nykRM-19	TRUE	drop
32	3	13	16	17	ao	0	O-PU	bosWC-8		O-G	bosWC-13	TRUE	compl
33	1	14	2	3	ao	0	O-PU	nykRM-15		O-CTH	nykRM-38	TRUE	compl
33	1	14	3	4	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-45	TRUE	compl
33	1	14	4	5	ao	0	O-CTH	nykRM-45		O-CTH	nykRM-10	TRUE	compl
33	1	14	5	6	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-47	TRUE	compl
33	1	14	6	7	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-10	TRUE	compl
33	1	14	7	8	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-38	TRUE	compl
33	1	14	8	9	ao	0	O-CTH	nykRM-38		O-G	nykRM-45	TRUE	compl
34	1	15	2	3	ao	0	O-PU	bosWC-8		O-CTH	bosWC-13	TRUE	compl
34	1	15	3	4	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-5	TRUE	compl
34	1	15	4	5	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-1	TRUE	compl
34	1	15	5	6	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-5	TRUE	compl
34	1	15	6	7	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-28	TRUE	compl
34	1	15	7	8	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-3	TRUE	compl
34	1	15	8	9	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-13	TRUE	compl
34	1	15	9	10	ao	0	O-CTH	bosWC-13		O-G	bosWC-5	TRUE	compl
35	1	16	2	3	ao	0	O-PU	nykRM-15		O-CTH	nykRM-47	TRUE	compl
35	1	16	3	4	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-9	TRUE	compl
35	1	16	4	5	ao	0	O-CTH	nykRM-9		O-CTH	nykRM-8	TRUE	compl
35	1	16	5	6	ao	0	O-CTH	nykRM-8		O-CTH	nykRM-47	TRUE	compl
35	1	16	6	7	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-15	TRUE	compl
35	1	16	7	8	ao	0	O-CTH	nykRM-15		O-CTH	nykRM-10	TRUE	compl
35	1	16	8	9	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-38	TRUE	compl
35	1	16	9	10	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-10	TRUE	compl
35	1	16	10	11	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-15	TRUE	compl
35	1	16	11	12	ao	0	O-CTH	nykRM-15		O-TD	nykRM-8	TRUE	drop
36	2	16	13	14	ao	0	O-PU	bosWC-7		O-CTH	bosWC-27	TRUE	compl
36	2	16	14	15	ao	0	O-CTH	bosWC-27		O-CTH	bosWC-10	TRUE	compl
36	2	16	15	16	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-4	TRUE	compl
36	2	16	16	17	ao	0	O-CTH	bosWC-4		D-D	nykRM-45	TRUE	defd
37	3	16	18	19	ao	0	O-PU	nykRM-15		O-CTH	nykRM-10	TRUE	compl
37	3	16	19	20	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-38	TRUE	compl
37	3	16	20	21	ao	0	O-CTH	nykRM-38		D-D	bosWC-11	TRUE	defd
38	4	16	22	23	ao	0	O-PU	bosWC-11		O-CTH	bosWC-7	TRUE	compl
38	4	16	23	24	ao	0	O-CTH	bosWC-7		O-TO	bosWC-	TRUE	nopass
38	4	16	25	26	ao	0	O-PU	bosWC-13		O-CTH	bosWC-7	TRUE	compl
38	4	16	26	27	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-13	TRUE	compl
38	4	16	27	28	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-7	TRUE	compl
38	4	16	28	29	ao	0	O-CTH	bosWC-7		O-G	bosWC-21	TRUE	compl
39	1	17	2	3	ao	0	O-PU	nykRM-26		O-CTH	nykRM-82	TRUE	compl
39	1	17	3	4	ao	0	O-CTH	nykRM-82		O-CTH	nykRM-4	TRUE	compl
39	1	17	4	5	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-82	TRUE	compl
39	1	17	5	6	ao	0	O-CTH	nykRM-82		O-CTH	nykRM-2	TRUE	compl
39	1	17	6	7	ao	0	O-CTH	nykRM-2		O-CTH	nykRM-82	TRUE	compl
39	1	17	7	8	ao	0	O-CTH	nykRM-82		O-CTH	nykRM-26	TRUE	compl
39	1	17	8	9	ao	0	O-CTH	nykRM-26		O-CTH	nykRM-2	TRUE	compl
39	1	17	9	9	an	-1	O-CTH	nykRM-2		NA	nykRM-2	TRUE	taway
40	2	17	10	11	ao	0	O-PU	bosWC-10		O-CTH	bosWC-8	TRUE	compl
40	2	17	11	12	ao	0	O-CTH	bosWC-8		O-CTH	bosWC-28	TRUE	compl
40	2	17	12	13	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-29	TRUE	compl
40	2	17	13	14	ao	0	O-CTH	bosWC-29		O-CTH	bosWC-25	TRUE	compl
40	2	17	14	15	ao	0	O-CTH	bosWC-25		D-D	nykRM-81	TRUE	defd
41	3	17	16	17	ao	0	O-PU	nykRM-82		O-CTH	nykRM-4	TRUE	compl
41	3	17	17	18	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-2	TRUE	compl
41	3	17	18	19	ao	0	O-CTH	nykRM-2		O-CTH	nykRM-81	TRUE	compl
41	3	17	19	20	ao	0	O-CTH	nykRM-81		O-OV	nykRM-81	TRUE	nopass
42	4	17	21	22	ao	0	O-PU	bosWC-10		O-CTH	bosWC-8	TRUE	compl
42	4	17	22	23	ao	0	O-CTH	bosWC-8		O-CTH	bosWC-10	TRUE	compl
42	4	17	23	24	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-28	TRUE	compl
42	4	17	24	25	ao	0	O-CTH	bosWC-28		O-CTH	bosWC-10	TRUE	compl
42	4	17	25	26	ao	0	O-CTH	bosWC-10		O-CTH	bosWC-5	TRUE	compl
